SL. ,Comment,Hate,Type
1717,Jibone joto boro boro p**ki mara khaisi tar beshir vaage noikhaillar haate khaici... khawar pore janber parci j hetera noakhali...,Yes,Racial
1718,Ji vai shob kharap noakhali r manus... Joto crime amra kori...,Yes,Racial
1719,noakhalir manush a bash deate ustaad,Yes,Racial
1720,R chesra khetab prapto borishailla r ki.,Yes,Racial
1721,"Sob bujlam, Nijer sontan tar kotha ki ekbaro mone pore na tmr??",No,Not Hate
1722,shalire love diya ki interest pan??,Yes,Others
1723,Marry me barovatari,Yes,Sexual
1724,onak jala ? uhh!!,Yes,Sexual
1725,Jatiyo potita,No,Not Hate
1726,Malauner soda,Yes,Religious
1727,bia korba kobe?,No,Not Hate
1728,Apner natok kicu din holo pacci na kno?,No,Not Hate
1729,Sweet ape sweet kiss on ur rosy lips,Yes,Sexual
1730,AMAR shaty Break up Hoyar Por akon Deki Aro Cute Hoi geco?,No,Not Hate
1731,sali luicha,Yes,Sexual
1732,ami ki kono din tomar sate deka korte parbo na paki,No,Not Hate
1733,Crush r koto khawyaiba..,No,Not Hate
1734,12 vatari ,Yes,Sexual
1735,At last used kora mal India te gochano gese ,Yes,Sexual
1736,Buski magi tor fashi diya mora ucit,Yes,Others
1737,"May ta k tahosan vi ry diya dy Noi le tor moto 13 vatarai hbe 
",Yes,Sexual
1738,Bujhlam somosha er karone divorce hoiche but again biye !!!!sheita abar ..............,Yes,Others
1739,Onar bra pora pic ta karo kache thakle ektu diben plz,Yes,Sexual
1740,Nijer meye nai khobor...onner baccha neye falafali....tore deye sobmob baynchod,Yes,Slang
1741,"Eto karap kotah sunar poreo sobi, video upload kemon kore?",Yes,Others
1742,Biya to tik hoe gese ojater sathe. dandir sathe  22.02.2020 date fixed.  tumi to akhn theke indiar citizen hoe jabe,Yes,Racial
1743,"Meye take valo jinish shikhayen, apni jegulu kore beracchen.......naojubillah....",Yes,Others
1744,"Ma hoyesen thik ase..but meyeta ke apnar moto nirlojjo,, pothe niye jaiyen na..",Yes,Others
1745,Recently j pictures fash holo apner kisu bolar ase?,Yes,Others
1746,kivabhe parli tui tahsan er motu akta chele k rekhe srijit ke biye krte ccc,Yes,Others
1747,Bangladeshar best fuck girl,Yes,Sexual
1748,Maale daana pore ase,Yes,Sexual
1749,Dudh gulo eto boro holo kmne?,Yes,Sexual
1750,Vatari 13 pro max,Yes,Sexual
1751,C c c ki baze dekhty lagtyse,Yes,Appearance
1752,tomar boker til gonte cai,Yes,Sexual
1753,Cheharar vitor potitar akta vaab cole asca,Yes,Sexual
1754,Accha tmr 2 tits ,Yes,Sexual
1755,Chodar rate koto?,Yes,Sexual
1756,Chowa legei gelo tahole,Yes,Sexual
1757,Ei magi dude kapor de,Yes,Sexual
1758,Ami comment Porte aschi.,No,Not Hate
1759,Halirgore hali,Yes,Others
1760,Khanik maggi noodles ,Yes,Slang
1761,Thik ace valoi,No,Not Hate
1762,Nongra Mohila,Yes,Others
1763,hero alom sir bhalo asen apanke to juice lagtase dekhlei to..,No,Not Hate
1764,Mango hori,No,Not Hate
1765,Chudir poa,Yes,Slang
1766,khet,Yes,Appearance
1767,vai re vai tui kobe valo hobi????????,No,Not Hate
1768,Mama kal nagini ta to darun,No,Not Hate
1769,Meyeta sesh!,No,Not Hate
1770,Luiccha sala khali meyego reply dey,Yes,Others
1771,Abl tor post dekhle mon chay tor pusite injection push kori,Yes,Sexual
1772,Jaan Tumi ki suru korla.. Rakho tmr foodpatrons.. Jekhane tmk khete pawa jay nh ,Yes,Sexual
1773,Evaly emnei mora . R mara dewar ki dorkar chilo?,Yes,Others
1774,Amon bokchd add video gulo nh diya parn,Yes,Slang
1775,Tk beshi thkle r ki friends der na khwaya ...eivabe online a r beta beti invite diye khawar dhanda ,Yes,Others
1776,Abal chuda tor pasai Amar ojogor dhele dibo,Yes,Slang
1777,Taka Hogamarar dhanda,Yes,Slang
1778,Maiyara aisha fau khaiya jawar jonno,No,Not Hate
1779,Keye dilo,Yes,Sexual
1780,Bujhi romjan mash sesh,No,Not Hate
1781,Eitto!! Roja sesh Soitan chara paiche ,No,Not Hate
1782,Aha go 1month onk ksto hoiche nah Bondhi thakte?,No,Not Hate
1783,Kire beta roja ses hoite na hoite akam suru valo r hobi na,Yes,Others
1784,Roja sesh r soytan hazir hye gse ,No,Not Hate
1785,Roja sesh hote parlo na Tmi sala Makha makhi Shuru kore diso ,Yes,Others
1786,Roja o sesh r oro shuru hoye gese ovhodro prem. shoytaan 1mash por chara paile ja kore ar ki chill kortese  shobai shoytaan k ektu shantti te chicks er sathey chill korte den.,Yes,Others
1787,Tmk Sytane lare chare khub besi ty na???,Yes,Others
1788,Eivhbe amr bhlobasha ke opoman na krleo parte ,No,Not Hate
1789,Ramdan sesh khela shuru?,Yes,Others
1790,tmr choto bon na jaan?,Yes,Others
1791,Shoytan nara diyee dise already!,Yes,Others
1792,Vaia tmi na vlo hoye geco vabslm ,No,Not Hate
1793,Rohmot er din shesh Salman er Bangladesh,Yes,Others
1794,tmi ki vlo hba na?..tmi oke vule jaw toh,No,Not Hate
1795,Eid e taila mehedir bodola esb lagano hoche,Yes,Sexual
1796,afsos amr jamai thaka sorteo amn pic up dite parlm na,No,Not Hate
1797,Pathor mara uchit soytan duita k roja sesh nh hotei soytani suru,Yes,Others
1798,Jantam..Ajker rate diba amon 1 month onk kosto hoise..,Yes,Sexual
1799,Uff kache Asho na roh kache Asho na beshi Kotha bolo na ,Yes,Others
1800,Eid Mubarak tomakeo Muqtadir. Bhalo hoye jao...dekho Masud o valo hoye gelo. Tumi kobe bhalo hoba?,No,Not Hate
1801,chi roja sesh hote na hotei ki oslil chobi :),Yes,Others
1802,Shalar put 30 romjan na zetei khela kheli start hoye geche,Yes,Others
1803,Roja o shesh chan raitei tmr chetona fota fota pora shuru hoise,Yes,Sexual
1804,Feeling chad night?,No,Not Hate
1805,Khai de madarchud,Yes,Slang
1806,Hbe naki meyetar sathe unis bish?,Yes,Sexual
1807,Babe tmi aita ki korteco blo to romadan cilo boila tmk ador krte dei nai ty boila...amr bandhubi shate suru koira dico roja ses hotei ,Yes,Others
1808,Ramadan na jaitei tmr Engine start hoya gese?,Yes,Others
1809,"chand utche,, akam o suru hoice  bujchi amra",Yes,Others
1810,"Amar nunu shokto, ami salman er vokto",Yes,Sexual
1811,Roja sesh hoite na hoitei tatka chobi,Yes,Others
1812,Bra kholar porer pic gulaO dekhte chaiii... Salar betay Bra kholar jonno Osthir hoye ache,Yes,Sexual
1813,Eider din o nauzbillah marka pic. Kemne tmai follow kortam tmi e bolo,Yes,Others
1814,tumi parba na dada tmr machine a akon ar kaj korbe nh doctor dekhaw ,Yes,Sexual
1815,vai emn koros k tui,No,Not Hate
1816,"eta to ager pic, eibar ki kopale jote nai?",No,Not Hate
1817,"Ekta din sobur korbi to bajan matro roja ses hoilo,,,,,,,dhormer pothe eso khoka",No,Not Hate
1818,Sobey alochonai asar dandha,Yes,Others
1819,bai toi khela mela korte korte jibon da bat koira disos,Yes,Others
1820,Salman kharap hoye geso tumi,Yes,Others
1821,Klke theka every style short upload Hobe mone hoi .sby serial e thaiken,Yes,Sexual
1822,i want this beautiful Naari ,No,Not Hate
1823,tui maiya bechtasos naki sari naki nijerei bechtasos?? ,Yes,Others
1824,Atto dine kamildar jamai bou ak hoise ,No,Not Hate
1825,Salman baincud er c*da neyar oto hobbie aso tar Vara Ta kheye deo,Yes,Sexual
1826,Chaa er moddhe tomake chubay chubay khabo ,Yes,Others
1827,"banchud cha er bill diya jais, bakir nam faki",Yes,Slang
1828,Cha khaite khaite girls school er dik a takiya thakar feeling tai alada,Yes,Others
1829,Sodanir po tor cha er sathe biskut koi?,Yes,Slang
1830,Pola da khali theng bair kore chobi tule ar amare kosto dei,Yes,Others
1831,Salman ar mare chodi,Yes,Slang
1832,Cha ta kar dudh diya banaiso?,Yes,Sexual
1833,Bhai re tumar moto amar o SIN t-shirt tar color fade hoye gasey!,No,Not Hate
1834,Status r face dekhey tou lagtese chaa khete giye ex er kotha monne porsey..,No,Not Hate
1835,Ekhon shorire ekta bhab aise na?,No,Not Hate
1836,Valo hoye jau Salman tmi asob ki diya shuru korecho,No,Not Hate
1837,"Naujubillah, Masud valo hoilo r eidike salman tumi akhono valo hoile na",No,Not Hate
1838,choto choto Ava addams er moto holea vlo hoto ,Yes,Sexual
1839,Lojja labe na bro lucchami korte sob manus er samne,Yes,Others
1840,Ki khawar por tula naki tule trpr khawa hoyeche?,Yes,Sexual
1841,Salman tmi agula meyader duder pic Kno dio hea..?? Kothy tmr dud Wala pic diba ta na kore tmi meyader ta dio  agula thik anh Salman tmk dekhau kintu onk meya rat a nijar kaj sare agula r diba nah,Yes,Sexual
1842,Photographey koro thik ase babe bt egula kon type oslillota? Tmke vlobasha ki tahole amr vul?,Yes,Others
1843,Ki bepar salman ajkal bra ar chera skirt pore photoshoot kortase..! Ar oy emon kore ken..hoise ki or,Yes,Appearance
1844,size matter  korena,No,Not Hate
1845,Agula salman er weakness. Jei jei maiya gula salman er pic deikha sexyness dekhaita tara ehn eishob pic upload koira or inbox pathao taile akto attention paba,Yes,Others
1846,"ekta dud baire , Why !!! ",Yes,Sexual
1847,Bhai tomar nipples ta ekdom perfect. Pura 360°,Yes,Sexual
1848,Dud o dol age,Yes,Sexual
1849,Vai bra porte vule gesen,Yes,Sexual
1850,Ei Shawya marka pic ta chara ki r kono pic khuje paila naah..??? ,Yes,Slang
1851,Koto bar bolbo nudes inbox a diba ,Yes,Sexual
1852,Bro tomar butu dekha jae,Yes,Sexual
1853,Dudu ber kore rakhsos kn? otato kuttao chatbena,Yes,Sexual
1854,Tora bis khaya more ja aisob na kore,Yes,Others
1855,vundhami gola vondho kore dao na hoi dekhba famous hwyr age roast hoi gecho,Yes,Others
1856,baba go amom dance pothom deklam,No,Not Hate
1857,Porimoni  Pro Max14,No,Not Hate
1858,Kichu din age o choto chilo akhon meye ta koto boro hoya gece,No,Not Hate
1859,Vuski vuski ,Yes,Slang
1860,Apa apnr room ta onk nognra ,Yes,Others
1861,Apni To Kicchu Paren Na,No,Not Hate
1862,"Era pagol naki?  Koi tke ase era,?  Uffff !!!",Yes,Others
1863,Aiy gula ki chinese  mal,No,Not Hate
1864,"Grow up Shahtaj, grow up jinish to boro hoitase din din",Yes,Sexual
1865,Tiktok  hoilo cancer,Yes,Others
1866,Bumper folon ,No,Not Hate
1867,Khub baje concept n cinematography.. egula koiren na... ekta face value ache tai bole ja khusi kore beraben seta thikkna..,Yes,Others
1868,Moda..,Yes,Appearance
1869,Chakku purata tumar nabhir bhitr dkai dibo,Yes,Others
1870,Bonddo akta pagoll maiyaa,Yes,Others
1871,Tomr dap gula ,Yes,Sexual
1872,Kn jani apnare dekle hijla moto lage ,Yes,Appearance
1873,Sunny Leone er style,Yes,Sexual
1874,Oops sei xundor lagce ,No,Not Hate
1875,choto hati,Yes,Appearance
1876,tomake onek mutki lagtase,Yes,Appearance
1877,Amon pic rate post dite neii...amdr moto single chele der rate gumate parblm hoy.!!,Yes,Sexual
1878,babu jule geche ken ,Yes,Sexual
1879,Mon sele dress o aro akkena tole lame pallen dw,Yes,Appearance
1880,Lana Rose  of bangladesh ,Yes,Sexual
1881,Kothay apny apu apnake dekhi na.mon kemon jany kore,No,Not Hate
1882,onk boro boro hoice..  I mean chul gula,Yes,Sexual
1883,Dan side er blouse er hata neme porche.. upore tulen.. noyto khule jabe,Yes,Sexual
1884,Appi ektu pordar modde nijeke rakhar cheshta koro,No,Not Hate
1885,"apu sedin uttara 4number sector a dekhlam, kon natok er soting chilo?",No,Not Hate
1886,Soytan jokon vor koray toder upor,No,Not Hate
1887,toh amra ki kortam,No,Not Hate
1888,buira beti tmk cudar time nai,Yes,Slang
1889,Takay bare sud r valobasay bare dudh,Yes,Sexual
1890,SAKIB vai miss kortace tumay  Khela dhula kom jonno,No,Not Hate
1891,Ami maje moddhe vabi kew ato cute and ato hot kivabe hoi......tumi kokhon o cader samne jaba nah karon cad jealousy fill korbe ...karon tar theke o besi sondor o manus ase .,No,Not Hate
1892,Gorom masala,No,Not Hate
1893,"Aha pasa dekha jacche na toh , etah kono chobi holo xD",Yes,Sexual
1894,"Jei bhabee pani khaitasoo.. Manush ,, nisha panio eibhabee khay naa..",Yes,Others
1895,Bogol kalo bole shey chul diyee lukhiyeee rekhee cheeey,Yes,Appearance
1896,Gorib ar Apatoto Sunny Leon mone hocche amr,Yes,Sexual
1897,nirobe khela cholche,Yes,Sexual
1898,Udi tui ki suru gorili,No,Not Hate
1899,Tui abar tor boss Porimonir bichar chash...Tora Shob ek jinish...,Yes,Others
1900,"pron star,, pro lite,",Yes,Sexual
1901,Baby tmr pacata sei,Yes,Sexual
1902,Pori moni arrested khbr paichen apu?,No,Not Hate
1903,Icccchh amar abar o lara chara daoya lagbe,Yes,Sexual
1904,Shamner oi duita chara to r nai kisu dekhar moto,Yes,Sexual
1905,huga mara dress bisanar chador kaita banayso naki methila,Yes,Appearance
1906,Haha na diye thakte pari na ,No,Not Hate
1907,Beshi mishty khaile diabetes hbe,No,Not Hate
1908,Takar ovab nki apa j chira jama poren,Yes,Appearance
1909,Ebar kar shathe gelen apu,Yes,Sexual
1910,Sakib Al Hasan dehen bai apo Ki pose deseh ,Yes,Appearance
1911,Apnar bashateo raid mara uchit. Taholei toh kecho khurte keoute beriye ashbe.,Yes,Others
1912,hot magi,Yes,Sexual
1913,Figer to na mone hocce motso konna,Yes,Sexual
1914,pahar duto kub sundor,Yes,Sexual
1915,Chokh pobitro rakhar chesta kortasi ,No,Not Hate
1916,Miss universe er mukut diye abar niye gese Er theke lojjar r ki hote pare  #Jangia_Tangan_Methila ,Yes,Others
1917,English Speaking er jonno teacher lagle please inbox korun.,No,Not Hate
1918,Vote diya ki hobe dui line sundor kore speech dety pare na... internationally gele man ijjot ro nosto kore diya Asbe desh er ,Yes,Others
1919,"First e love deya chilo,ajk abar dekhe r caption pore ha ha dilam.sorry ",No,Not Hate
1920,Apni ei picture ta exorcism er shomoy room ey TANGAIYEN. Taile kono demon ashbe na possess korte.,Yes,Appearance
1921,Mind korben na... Apnk kenoi ba dili amar eytai mathai ashe na.... ,No,Not Hate
1922,Toke abar vote dibo?,No,Not Hate
1923,amar bhallagena kichu.mon pore thake shudu tmr pichu ,No,Not Hate
1924,(m i l k) dol agon,Yes,Sexual
1925,Tmr crown er ek tukra vainga amk ektu diba afa?,No,Not Hate
1926,Vai joldi jeno bad pore jao oi vote dibo,Yes,Others
1927,Looks like Hizraaa ,Yes,Appearance
1928,Apu tmi Sakib vaiyar Ex na?,Yes,Others
1929,Ufff appi Ami ceyechilm apni jni win hon..sob post eo apnk support korsi..allah shunchee apni win hoichen,No,Not Hate
1930,Wonderland e na jani ki wonder koira ashce? Btw Boin tomar gaye eto haddi ken?,Yes,Appearance
1931,Bd te sob possible.. R Beshi kichu bolte chaina,No,Not Hate
1932,enga kobis  tui abar muslim ni,Yes,Religious
1933,"We want Pasa , without Pasa = no reach",Yes,Sexual
1934,Jara or moto ekta stupid ke follow kortesen...tader kisu hoileo or bepare jana uchit....nicher ei post ta dekhen,Yes,Others
1935,Aste aste unnoti hoitace sunny ar mto,Yes,Sexual
1936,Dine dine ato boro hocce kmne,Yes,Sexual
1937,Pacha toh purai  Nora Fatehi,Yes,Sexual
1938,Mayta kim kardashian hoye jasse,Yes,Sexual
1939,Capa vanga buri bal,Yes,Appearance
1940,Apu eto cikon ken  sukna eke bare ,Yes,Appearance
1941,Pagol..... mathar tar sob sira gese.,Yes,Others
1942,Apu ki destak represent kortaca naki shoril dakitaca ,Yes,Sexual
1943,Allah tumake hedayat dan koruk amin,No,Not Hate
1944,Morar cinta nai,No,Not Hate
1945,Buti ta choka choka,Yes,Sexual
1946,Dudh to dekhi nai e ekebare,Yes,Sexual
1947,Sobkisui to buja jay jama kapor r porar ki darkar ?,Yes,Sexual
1948,dudur bota dekha jay,Yes,Sexual
1949,Noty girls,Yes,Sexual
1950,Ass uff shit,Yes,Sexual
1951,Lengta mohila,Yes,Sexual
1952,Khanki,Yes,Slang
1953,Sunny Banglar,Yes,Sexual
1954,Magir moo lagtece rubbish,Yes,Sexual
1955,Bd pornstar,Yes,Sexual
1956,Onek dundor lagse tor,No,Not Hate
1957,Are you muslim?,No,Not Hate
1958,Makup nai tai asol clr black buja jau,Yes,Appearance
1959,Tmi ato sutki kno??,Yes,Appearance
1960,R aktu mota houa dorkar,Yes,Appearance
1961,Oree hot re..best model amar dekha,No,Not Hate
1962,umm..nipple..can.. I talk inbox ,Yes,Racial
1963,Apnake bibaho korte cae,No,Not Hate
1964,onekta Titanic er Kate er moto lagtese :),No,Not Hate
1965,AGUNER GULLLAH,No,Not Hate
1966,Kapor ta kulle valo kore dektam,Yes,Sexual
1967,Ulongo deho dhekano sara ar kono jogota ki ase apnar,Yes,Sexual
1968,deho dekhaya desh k represent kore kivabe seitai bujina,Yes,Sexual
1969,Dudu jhulse,Yes,Sexual
1970,Vere sexey,Yes,Sexual
1971,cuse khabo,Yes,Sexual
1972,Where is your booba afa ,Yes,Sexual
1973,Haaa choritro pushake naaa,No,Not Hate
1974,"Aisob meye der kno sorom lojja nai.manush ki chodon ta e na ditace.kintu ata magi magi e roiya galo.
Ami dubai 5 star hotel ay job kori.but kno din poisa wala der ami show off korte dakhi.
Ak matro bd aisob kanki der e daklam dubai show off krte.",Yes,Sexual
1975,ore maal,Yes,Sexual
1976,Amar gf ke gift korbo..eta kon brand er keu ki janen?,No,Not Hate
1977,nude meye,Yes,Sexual
1978,Desi maal,Yes,Sexual
1979,plastic plastic lagche......!!,Yes,Appearance
1980,Bangladesh ar magi jadar k Bangladesh a patta dea na.,Yes,Others
1981,International a kai korba bikini moto dress up kora.,Yes,Appearance
1982,"Bangladesh a ka takta bola vai tomadar, vairar Culture a show korta ecca korla vaira tak Bangladesh kan nosto kortocos.",Yes,Others
1983,Mulsim hesaba poricoy dila o guna hoba.,Yes,Others
1984,Bitch ekta,Yes,Slang
1985,"Boin,ei shiter moddhe tmi garmi sobi deo kmne!!",Yes,Sexual
1986,add dici piz konfam koren api apnar onek boro fan piz api,No,Not Hate
1987,"Weird place, looks like pat khete ",No,Not Hate
1988,Bedia petibhi chole gelam byby,No,Not Hate
1989,"Allah'r voy nei ader,,,, ader jonnoi Bangladesh ar opor ato gojop porche,,",Yes,Others
1990,Bra ta khule pic dile ki hoy?,Yes,Sexual
1991,Bikini porar dorkar ta ki chilo sob toh Dekha e jachche,Yes,Sexual
1992,Jhula dudu,Yes,Sexual
1993,Immature man oh sorry mirror man,Yes,Others
1994,Sohan rahim theke onek bhalo keeper,No,Not Hate
1995,Expression erokom ken? Toilet nai odike?,Yes,Others
1996,Bhai tomare video korte dey ta koi! ,No,Not Hate
1997,Ekdom thik asa gasos ki jonnno ghora boisha game khel coronar modha uni baira gasa review maraita,Yes,Others
1998,hala motkachoda,Yes,Slang
1999,Ore keo ekta hate biri doraia de....!!!kaccor mohila... media caile kaoke tene niche namate pare abr kaoke mogdale uthate pare,Yes,Others
2000,Banglar chotmarani,Yes,Slang
2001,Hedar Nayika,Yes,Slang
2002,Falto meye jar kono valo culture ney,Yes,Others
2003,Onaka pron a e manaba,Yes,Others
2004,Abar camra beca kena korbe,No,Not Hate
2005,Murko,Yes,Slang
2006,Kukur ar shoure,Yes,Slang
2007,2Bosor mod kheye pritilota hoitese,Yes,Others
2008,Dur halain news korar r kiccu failay nani,Yes,Others
2009,Bangladesh a sob e somvob,No,Not Hate
2010,Jibone 1st time bd celebrate korle emn e kore kicu kicu bachcha name kheto protibondhi..ki kore ki na..! Faltu jottosob..!,Yes,Others
2011,R monea hoy nh naika acea...ai pithibi ta sei first naika hoica amn vhab....,Yes,Appearance
2012,R brithday khoknoi monea hoy celebrate Korea ni...agea janlea hero alom k invait Korea or sthea dance krta,Yes,Others
2013,Ahon akbarey shb vdo audio post koira shn viral koira moira jaitsey shbai agey kothay chilen apnara vdo viral karira aigula agey koren nai kan ahn ajaira dhong koren,No,Not Hate
2014,Olpo panir mac besi panite porle amn oi gabay.....allah sob onnayer char den but chere den na,No,Not Hate
2015,Besi dana gajle dim therapy hoy bujla,Yes,Others
2016,Paji mohila,Yes,Slang
2017,Baler moni,Yes,Slang
2018,Mukhos pora akta magi..porimoni magir bichar chai..mitta natok korer jonno..,Yes,Slang
2019,magir ghore magi,Yes,Slang
2020,Kere...tora naki klabe ki ki korse...tarporau tor lojja hoi na....tor jagar modde onek boro akta bas dauer uchit selo...,Yes,Sexual
2021,Brazzers companyr inspector ,Yes,Others
2022,Purai miya kholifa,Yes,Appearance
2023,Coda khaoyar Por ,Yes,Sexual
2024,Mui kesu komu na,No,Not Hate
2025,Lucca moni,Yes,Slang
2026,Banglar Sony leon ,Yes,Appearance
2027,Verel tmi akta chizz go apa,No,Not Hate
2028,Pori apa sanilion,Yes,Appearance
2029,"Khanke magi,",Yes,Slang
2030,Kire magi khela shes hoice tor,Yes,Slang
2031,Pori moril am  onek boro,Yes,Sexual
